All_Assets/desert.png |  44K | 416x768
All_Assets/flags/io.png | 4.0K | 15x10
All_Assets/flags/hk.png | 4.0K | 15x10
All_Assets/flags/kp.png | 4.0K | 15x10
All_Assets/flags/kg.png | 4.0K | 15x10
All_Assets/flags/pm.png | 4.0K | 15x10
All_Assets/flags/sv.png | 4.0K | 15x10
All_Assets/flags/re.png | 4.0K | 15x10
All_Assets/flags/sa.png | 4.0K | 15x10
All_Assets/flags/sc.png | 4.0K | 15x10
All_Assets/flags/st.png | 4.0K | 15x10
All_Assets/flags/ke.png | 4.0K | 15x10
All_Assets/flags/im.png | 4.0K | 15x10
All_Assets/flags/kr.png | 4.0K | 15x10
All_Assets/flags/gf.png | 4.0K | 15x10
All_Assets/flags/dj.png | 4.0K | 15x10
All_Assets/flags/gq.png | 4.0K | 15x10
All_Assets/flags/unknown.png | 4.0K | 15x10
All_Assets/flags/gp.png | 4.0K | 15x10
All_Assets/flags/dk.png | 4.0K | 15x10
All_Assets/flags/gg.png | 4.0K | 15x10
All_Assets/flags/il.png | 4.0K | 15x10
All_Assets/flags/pn.png | 4.0K | 15x10
All_Assets/flags/sb.png | 4.0K | 15x10
All_Assets/flags/py.png | 4.0K | 15x10
All_Assets/flags/ru.png | 4.0K | 15x10
All_Assets/flags/kw.png | 4.0K | 15x10
All_Assets/flags/do.png | 4.0K | 15x10
All_Assets/flags/gt.png | 4.0K | 15x10
All_Assets/flags/sa_alt.png | 4.0K | 15x10
All_Assets/flags/gb.png | 4.0K | 15x10
All_Assets/flags/gu.png | 4.0K | 15x10
All_Assets/flags/je.png | 4.0K | 15x10
All_Assets/flags/sg.png | 4.0K | 15x10
All_Assets/flags/pk.png | 4.0K | 15x10
All_Assets/flags/sr.png | 4.0K | 15x10
All_Assets/flags/se.png | 4.0K | 15x10
All_Assets/flags/jp.png | 4.0K | 15x10
All_Assets/flags/gw.png | 4.0K | 15x10
All_Assets/flags/eh.png | 4.0K | 15x10
All_Assets/flags/dz.png | 4.0K | 15x10
All_Assets/flags/ga.png | 4.0K | 15x10
All_Assets/flags/fr.png | 4.0K | 15x10
All_Assets/flags/dm.png | 4.0K | 15x10
All_Assets/flags/hn.png | 4.0K | 15x10
All_Assets/flags/sd.png | 4.0K | 15x10
All_Assets/flags/rw.png | 4.0K | 15x10
All_Assets/flags/ph.png | 4.0K | 15x10
All_Assets/flags/ss.png | 4.0K | 15x10
All_Assets/flags/qa.png | 4.0K | 15x10
All_Assets/flags/pe.png | 4.0K | 15x10
All_Assets/flags/pr.png | 4.0K | 15x10
All_Assets/flags/si.png | 4.0K | 15x10
All_Assets/flags/ht.png | 4.0K | 15x10
All_Assets/flags/es.png | 4.0K | 15x10
All_Assets/flags/gl.png | 4.0K | 15x10
All_Assets/flags/gm.png | 4.0K | 15x10
All_Assets/flags/er.png | 4.0K | 15x10
All_Assets/flags/fi.png | 4.0K | 15x10
All_Assets/flags/ee.png | 4.0K | 15x10
All_Assets/flags/kn.png | 4.0K | 15x10
All_Assets/flags/hu.png | 4.0K | 15x10
All_Assets/flags/iq.png | 4.0K | 15x10
All_Assets/flags/ky.png | 4.0K | 15x10
All_Assets/flags/sh.png | 4.0K | 15x10
All_Assets/flags/ps.png | 4.0K | 15x10
All_Assets/flags/pf.png | 4.0K | 15x10
All_Assets/flags/id.png | 4.0K | 15x10
All_Assets/flags/is.png | 4.0K | 15x10
All_Assets/flags/eg.png | 4.0K | 15x10
All_Assets/flags/fk.png | 4.0K | 15x10
All_Assets/flags/fj.png | 4.0K | 15x10
All_Assets/flags/gn.png | 4.0K | 15x10
All_Assets/flags/gy.png | 4.0K | 15x10
All_Assets/flags/ir.png | 4.0K | 15x10
All_Assets/flags/km.png | 4.0K | 15x10
All_Assets/flags/ie.png | 4.0K | 15x10
All_Assets/flags/kz.png | 4.0K | 15x10
All_Assets/flags/ro.png | 4.0K | 15x10
All_Assets/flags/sk.png | 4.0K | 15x10
All_Assets/flags/pg.png | 4.0K | 15x10
All_Assets/flags/pt.png | 4.0K | 15x10
All_Assets/flags/so.png | 4.0K | 15x10
All_Assets/flags/sx.png | 4.0K | 15x10
All_Assets/flags/hr.png | 4.0K | 15x10
All_Assets/flags/ki.png | 4.0K | 15x10
All_Assets/flags/jm.png | 4.0K | 15x10
All_Assets/flags/eu.png | 4.0K | 15x10
All_Assets/flags/ec.png | 4.0K | 15x10
All_Assets/flags/et.png | 4.0K | 15x10
All_Assets/flags/fo.png | 4.0K | 15x10
All_Assets/flags/kh.png | 4.0K | 15x10
All_Assets/flags/sy.png | 4.0K | 15x10
All_Assets/flags/sn.png | 4.0K | 15x10
All_Assets/flags/pw.png | 4.0K | 15x10
All_Assets/flags/sl.png | 4.0K | 15x10
All_Assets/flags/fm.png | 4.0K | 15x10
All_Assets/flags/gi.png | 4.0K | 15x10
All_Assets/flags/de.png | 4.0K | 15x10
All_Assets/flags/af_alt.png | 4.0K | 15x10
All_Assets/flags/gh.png | 4.0K | 15x10
All_Assets/flags/ic.png | 4.0K | 15x10
All_Assets/flags/jo.png | 4.0K | 15x10
All_Assets/flags/it.png | 4.0K | 15x10
All_Assets/flags/pa.png | 4.0K | 15x10
All_Assets/flags/sz.png | 4.0K | 15x10
All_Assets/flags/sm.png | 4.0K | 15x10
All_Assets/flags/tn.png | 4.0K | 15x10
All_Assets/flags/ml.png | 4.0K | 15x10
All_Assets/flags/cg.png | 4.0K | 15x10
All_Assets/flags/ax.png | 4.0K | 15x10
All_Assets/flags/ao.png | 4.0K | 15x10
All_Assets/flags/bt.png | 4.0K | 15x10
All_Assets/flags/bb.png | 4.0K | 15x10
All_Assets/flags/cf.png | 4.0K | 15x10
All_Assets/flags/mm.png | 4.0K | 15x10
All_Assets/flags/li.png | 4.0K | 15x10
All_Assets/flags/na.png | 4.0K | 15x10
All_Assets/flags/mz.png | 4.0K | 15x10
All_Assets/flags/uk.png | 4.0K | 15x10
All_Assets/flags/to.png | 4.0K | 15x10
All_Assets/flags/vg.png | 4.0K | 15x10
All_Assets/flags/ve.png | 4.0K | 15x10
All_Assets/flags/tz.png | 4.0K | 15x10
All_Assets/flags/tm.png | 4.0K | 15x10
All_Assets/flags/mx.png | 4.0K | 15x10
All_Assets/flags/nc.png | 4.0K | 15x10
All_Assets/flags/mo.png | 4.0K | 15x10
All_Assets/flags/lk.png | 4.0K | 15x10
All_Assets/flags/cd.png | 4.0K | 15x10
All_Assets/flags/al.png | 4.0K | 15x10
All_Assets/flags/bw.png | 4.0K | 15x10
All_Assets/flags/cr.png | 4.0K | 15x10
All_Assets/flags/am.png | 4.0K | 15x10
All_Assets/flags/az.png | 4.0K | 15x10
All_Assets/flags/ba.png | 4.0K | 15x10
All_Assets/flags/mn.png | 4.0K | 15x10
All_Assets/flags/nu.png | 4.0K | 15x10
All_Assets/flags/my.png | 4.0K | 15x10
All_Assets/flags/tl.png | 4.0K | 15x10
All_Assets/flags/ws.png | 4.0K | 15x10
All_Assets/flags/th.png | 4.0K | 15x10
All_Assets/flags/xk.png | 4.0K | 15x10
All_Assets/flags/nf.png | 4.0K | 15x10
All_Assets/flags/ly.png | 4.0K | 15x10
All_Assets/flags/ai.png | 4.0K | 15x10
All_Assets/flags/br.png | 4.0K | 15x10
All_Assets/flags/cv.png | 4.0K | 15x10
All_Assets/flags/be.png | 4.0K | 15x10
All_Assets/flags/ca.png | 4.0K | 15x10
All_Assets/flags/bd.png | 4.0K | 15x10
All_Assets/flags/cw.png | 4.0K | 15x10
All_Assets/flags/bs.png | 4.0K | 15x10
All_Assets/flags/ng.png | 4.0K | 15x10
All_Assets/flags/mk.png | 4.0K | 15x10
All_Assets/flags/np.png | 4.0K | 15x10
All_Assets/flags/va.png | 4.0K | 15x10
All_Assets/flags/uz.png | 4.0K | 15x10
All_Assets/flags/tk.png | 4.0K | 15x10
All_Assets/flags/vc.png | 4.0K | 15x10
All_Assets/flags/zw.png | 4.0K | 15x10
All_Assets/flags/nr.png | 4.0K | 15x10
All_Assets/flags/ne.png | 4.0K | 15x10
All_Assets/flags/cu.png | 4.0K | 15x10
All_Assets/flags/bq.png | 4.0K | 15x10
All_Assets/flags/bf.png | 4.0K | 15x10
All_Assets/flags/bg.png | 4.0K | 15x10
All_Assets/flags/cc.png | 4.0K | 15x10
All_Assets/flags/mh.png | 4.0K | 15x10
All_Assets/flags/za.png | 4.0K | 15x10
All_Assets/flags/uy.png | 4.0K | 15x10
All_Assets/flags/wf.png | 4.0K | 15x10
All_Assets/flags/un.png | 4.0K | 15x10
All_Assets/flags/vu.png | 4.0K | 15x10
All_Assets/flags/tj.png | 4.0K | 15x10
All_Assets/MainGuySpriteSheet.png |  16K | 124x144
All_Assets/sewer_1.png |  52K | 512x1024
All_Assets/tilesetformattedupdate1.png |  40K | 576x384
All_Assets/FootballGround.png | 4.0K | 128x88
All_Assets/summer_plains_v1_2.0_standard/tiles.png |  32K | 416x384
All_Assets/summer_plains_v1_2.0_standard/assets.png |  96K | 512x864
All_Assets/libassetpack-tiled.png |  60K | 1488x528
All_Assets/Enemy_Animations_Set/enemies-skeleton1_take_damage.png | 4.0K | 160x32
All_Assets/Enemy_Animations_Set/enemies-skeleton1_attack.png | 4.0K | 288x32
All_Assets/Enemy_Animations_Set/enemies-skeleton1_death.png | 4.0K | 544x32
All_Assets/Enemy_Animations_Set/enemies-vampire_idle.png | 4.0K | 192x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_death2.png | 4.0K | 480x32
All_Assets/Enemy_Animations_Set/enemies-vampire_take_damage.png | 4.0K | 160x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_idle.png | 4.0K | 192x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_movemen.png | 4.0K | 320x32
All_Assets/Enemy_Animations_Set/enemies-vampire_movement.png | 4.0K | 256x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_take_damage.png | 4.0K | 160x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_attack.png | 4.0K | 480x32
All_Assets/Enemy_Animations_Set/enemies-skeleton1_idle.png | 4.0K | 192x32
All_Assets/Enemy_Animations_Set/enemies-vampire_attack.png | 4.0K | 512x32
All_Assets/Enemy_Animations_Set/enemies-skeleton2_death.png | 4.0K | 480x32
All_Assets/Enemy_Animations_Set/enemies-vampire_death.png | 4.0K | 448x32
All_Assets/Enemy_Animations_Set/enemies-skeleton1_movement.png | 4.0K | 320x32
All_Assets/classical_temple_tiles.png |  64K | 1024x2048
All_Assets/Treasure+/Shine_Sheet.png | 4.0K | 144x192
All_Assets/Treasure+/Treasure+.png |  40K | 256x256
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier.png |  16K | 900x700
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Shadow_death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Shadow_attack2.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Attack03.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Shadow.png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier/Soldier-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier.png |  16K | 900x700
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Attack03.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Soldier/Soldier_with_shadows/Soldier-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc.png |  16K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc_with_shadows/Orc-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc.png |  12K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-shadow_attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-shadow_death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-shadow.png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.02_-Free_Soldier&Orc/Orc/Orc/Orc-Hurt.png | 4.0K | 400x100
All_Assets/mana_seed_seasonal_forest_sample_(spring)/seasonal_sample_(spring).png |  64K | 256x256
All_Assets/mana_seed_seasonal_forest_sample_(spring)/seasonal_water_animations/spring_water_sparkles_B.png | 4.0K | 64x48
All_Assets/mana_seed_seasonal_forest_sample_(spring)/seasonal_water_animations/spring_waterfall_B.png | 8.0K | 128x160
All_Assets/tf_jungle/rpgmaker/RMMV/tf_jungle_b.png |  36K | 768x768
All_Assets/tf_jungle/rpgmaker/RMMV/tf_jungle_a2.png |  12K | 768x576
All_Assets/tf_jungle/rpgmaker/RMMV/tf_jungle_a1.png | 8.0K | 768x576
All_Assets/tf_jungle/rpgmaker/RMMV/tf_jungle_a5.png |  28K | 384x768
All_Assets/tf_jungle/rpgmaker/RMVX/tf_jungle_b.png |  32K | 512x512
All_Assets/tf_jungle/rpgmaker/RMVX/tf_jungle_a2.png | 8.0K | 512x384
All_Assets/tf_jungle/rpgmaker/RMVX/tf_jungle_a1.png | 8.0K | 512x384
All_Assets/tf_jungle/rpgmaker/RMVX/tf_jungle_a5.png |  24K | 256x512
All_Assets/tf_jungle/rpgmaker/RM_1/tf_jungle_b.png |  24K | 256x256
All_Assets/tf_jungle/rpgmaker/RM_1/tf_jungle_a2.png | 8.0K | 256x192
All_Assets/tf_jungle/rpgmaker/RM_1/tf_jungle_a1.png | 4.0K | 256x192
All_Assets/tf_jungle/rpgmaker/RM_1/tf_jungle_a5.png |  20K | 128x256
All_Assets/tf_jungle/tf_jungle_tileset.png |  44K | 352x336
All_Assets/character_demo/character_demo.png | 8.0K | 352x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier.png |  16K | 900x800
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Attack03.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Attack03_No_Special_Effects.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Soldier/Soldier_Hit.png | 4.0K | 500x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Hit.png | 4.0K | 500x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc.png |  12K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_-Demo_Soldier&Orc/Orc/Orc_Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Arrow(Projectile)/Arrow01(32x32).png | 4.0K | 32x32
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Arrow(Projectile)/Arrow01(100x100).png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier.png |  16K | 900x700
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Shadow_sprites/Soldier-Shadow_death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Shadow_sprites/Soldier-Shadow.png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Shadow_attack2.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Attack03.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier/Soldier-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier(Split_Effects)/Soldier.png |  16K | 900x700
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier(Split_Effects)/Soldier-Attack02_Effect.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier(Split_Effects)/Soldier-Attack01_Effect.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier(Split_Effects)/Soldier-Attack03_Effect.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Arrow(projectile)/Arrow01(32x32).png | 4.0K | 32x32
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Arrow(projectile)/Arrow01(100x100).png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier.png |  16K | 900x700
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Attack03.png | 4.0K | 900x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Soldier/Soldier_with_shadows/Soldier-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc.png |  16K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Idle.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc_with_shadows/Orc-Hurt.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc(Split_Effects)/Orc.png |  12K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc(Split_Effects)/Orc-attack02_Effect.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc(Split_Effects)/Orc-attack01_Effect.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Orc-Walk.png | 4.0K | 800x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Orc.png |  12K | 800x600
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Shadow_sprites/Orc-shadow_attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Shadow_sprites/Orc-shadow_death.png | 4.0K | 400x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Shadow_sprites/Orc-shadow.png | 4.0K | 100x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Orc-Attack01.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Orc-Attack02.png | 4.0K | 600x100
All_Assets/Tiny_RPG_Character_Asset_Pack_v1.03_-Free_Soldier&Orc/Characters(100x100)/Orc/Orc/Orc-Death.png | 4.0K | 400x100
